id,source_table,source_id,asset_type,category,content_hebrew,title_hebrew,description_hebrew,keywords,acupoints,metadata,search_vector,embedding,created_at,updated_at
26,bible_rag_clinical_cases_20260129,491,clinical_case,eastern,"מוקסה - מתי משתמשים? מוקסה מחמם יאנג, מחזק קי, מונע מחלות. DU4, ST36. DU4: חיוניות | ST36: קי | REN4: דאנטיאן מוגואה (מוקסה) - מחמם ערוצים",מוקסה - מתי משתמשים?,DU4: חיוניות | ST36: קי | REN4: דאנטיאן,"[""מחמם יאנג"",""מוקסה מתי"",""מונע מחלות"",""מוקסה מחמם"",""קי מונע"",""מוקסה"",""משתמשים"",""מחזק קי"",""מתי"",""מתי משתמשים""]","[""DU4"",""REN4"",""ST36""]",,"'du4':11,13,26 'ren4':17,30 'st36':12,15,28 'דאנטיאן':18,31 'חיוניות':14,27 'יאנג':6 'מוגואה':19 'מונע':9 'מוקסה':1,4,20,23 'מחזק':7 'מחלות':10 'מחמם':5,21 'משתמשים':3,25 'מתי':2,24 'ערוצים':22 'קי':8,16,29",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
27,bible_rag_clinical_cases_20260129,492,clinical_case,eastern,"מוקסה לשינה? מוקסה על KI1, HT7, ANMIAN משפרת שינה. KI1: שורש יין | HT7: שינה | ANMIAN: הרגעה מוקסה - מרגיעה שן",מוקסה לשינה?,KI1: שורש יין | HT7: שינה | ANMIAN: הרגעה,"[""מוקסה"",""משפרת"",""מוקסה לשינה"",""שינה"",""משפרת שינה"",""לשינה"",""על משפרת""]","[""KI1"",""HT7""]",,"'anmian':7,15,27 'ht7':6,13,25 'ki1':5,10,22 'הרגעה':16,28 'יין':12,24 'לשינה':2,21 'מוקסה':1,3,17,20 'מרגיעה':18 'משפרת':8 'על':4 'שורש':11,23 'שינה':9,14,26 'שן':19",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
28,bible_rag_clinical_cases_20260129,493,clinical_case,eastern,"טוינא לכאבי צוואר? טוינא GB20, SI10, trapezius מרגיע צוואר. GB20: צוואר | SI10: כתף שמן ארניקה - כאבים",טוינא לכאבי צוואר?,GB20: צוואר | SI10: כתף,"[""לכאבי צוואר"",""טוינא מרגיע"",""לכאבי"",""כאב"",""צוואר"",""טוינא לכאבי"",""מרגיע"",""מרגיע צוואר"",""טוינא""]","[""SI10"",""GB20""]",,"'gb20':5,10,20 'si10':6,12,22 'trapezius':7 'ארניקה':15 'טוינא':1,4,17 'כאבים':16 'כתף':13,23 'לכאבי':2,18 'מרגיע':8 'צוואר':3,9,11,19,21 'שמן':14",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
29,bible_rag_clinical_cases_20260129,494,clinical_case,eastern,"תרגיל נשימה יומי? נשימה בטן 10 דקות - LI4, LU7, ST36. LI4: קי | LU7: ריאות | ST36: בטן אין - תרגיל",תרגיל נשימה יומי?,LI4: קי | LU7: ריאות | ST36: בטן,"[""דקות"",""נשימה"",""תרגיל נשימה"",""בטן"",""יומי"",""תרגיל"",""בטן דקות"",""נשימה בטן"",""נשימה יומי""]","[""LU7"",""ST36"",""LI4""]",,"'10':6 'li4':8,11,22 'lu7':9,13,24 'st36':10,15,26 'אין':17 'בטן':5,16,27 'דקות':7 'יומי':3,21 'נשימה':2,4,20 'קי':12,23 'ריאות':14,25 'תרגיל':1,18,19",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
30,bible_rag_clinical_cases_20260129,495,clinical_case,eastern,"תה ירוק - תדירות? תה ירוק 2-3 כוסות - LI11, LV3. LI11: חום | LV3: כבד Camellia sinensis - נוגד חמצון",תה ירוק - תדירות?,LI11: חום | LV3: כבד,"[""ירוק תדירות"",""תה ירוק"",""ירוק כוסות"",""ירוק"",""תדירות"",""כוסות""]","[""LV3"",""LI11""]",,"'-3':7 '2':6 'camellia':15 'li11':9,11,22 'lv3':10,13,24 'sinensis':16 'חום':12,23 'חמצון':18 'ירוק':2,5,20 'כבד':14,25 'כוסות':8 'נוגד':17 'תדירות':3,21 'תה':1,4,19",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
31,bible_rag_clinical_cases_20260129,589,clinical_case,elderly,"חשש מנפילה - חיזוק? יציבות (כליות/טחול חלשים) - KI3, ST36, SP6. KI3: עצמות | ST36: שיווי משקל | SP6: גידים שו ז'ין דאן (首乌延寿丹) - יציבות ארוכת חיים",חשש מנפילה - חיזוק?,KI3: עצמות | ST36: שיווי משקל | SP6: גידים,"[""מנפילה"",""טחול חלשים"",""טחול"",""חיזוק"",""כליות טחול"",""חשש"",""כליות"",""יציבות"",""מנפילה חיזוק"",""חשש מנפילה""]","[""SP6"",""ST36"",""KI3""]",,"'ki3':8,11,29 'sp6':10,16,34 'st36':9,13,31 'ארוכת':24 'גידים':17,35 'דאן':21 'ז':19 'חיזוק':3,28 'חיים':25 'חלשים':7 'חשש':1,26 'טחול':6 'ין':20 'יציבות':4,23 'כליות':5 'מנפילה':2,27 'משקל':15,33 'עצמות':12,30 'שו':18 'שיווי':14,32 '首乌延寿丹':22",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
32,bible_rag_clinical_cases_20260129,590,clinical_case,elderly,"הליכה איטית - שיפור? הליכה חלשה (קי ודם חסרים) - ST36, SP10, BL17. ST36: רגליים | SP10: דם | BL17: קי דם שיה ניאנג סאן (十全大补汤) - הליכה זקנים",הליכה איטית - שיפור?,ST36: רגליים | SP10: דם | BL17: קי דם,"[""שיפור"",""חסרים"",""הליכה איטית"",""איטית"",""ודם חסרים"",""ודם"",""איטית שיפור"",""חלשה"",""הליכה חלשה"",""הליכה""]","[""SP10"",""ST36"",""BL17""]",,"'bl17':11,16,32 'sp10':10,14,30 'st36':9,12,28 'איטית':2,26 'דם':15,18,31,34 'הליכה':1,4,23,25 'ודם':7 'זקנים':24 'חלשה':5 'חסרים':8 'ניאנג':20 'סאן':21 'קי':6,17,33 'רגליים':13,29 'שיה':19 'שיפור':3,27 '十全大补汤':22",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
33,bible_rag_clinical_cases_20260129,591,clinical_case,elderly,"עיכול איטי בגיל 75? טחול חלש - ST36, SP6, REN12. ST36: טחול | SP6: עיכול | REN12: קיבה פינג ווי סאן (平胃散) + סי ג'ון זי (四君子) - עיכול מבוגרים",עיכול איטי בגיל 75?,ST36: טחול | SP6: עיכול | REN12: קיבה,"[""איטי"",""חלש"",""עיכול איטי"",""עיכול"",""טחול"",""טחול חלש"",""איטי בגיל"",""בגיל""]","[""SP6"",""REN12"",""ST36""]",,"'75':4,30 'ren12':9,14,35 'sp6':8,12,33 'st36':7,10,31 'איטי':2,28 'בגיל':3,29 'ג':21 'ווי':17 'ון':22 'זי':23 'חלש':6 'טחול':5,11,32 'מבוגרים':26 'סאן':18 'סי':20 'עיכול':1,13,25,27,34 'פינג':16 'קיבה':15,36 '四君子':24 '平胃散':19",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
34,bible_rag_clinical_cases_20260129,592,clinical_case,elderly,"תיאבון חלש - תיאבון? תיאבון (קיבה קי חלש) - ST36, PC6, CV12. ST36: תיאבון | PC6: קיבה | CV12: מרכז ווי ייטרן טאנג (胃苓汤) - תיאבון זקנה",תיאבון חלש - תיאבון?,ST36: תיאבון | PC6: קיבה | CV12: מרכז,"[""חלש"",""תיאבון"",""קיבה קי"",""קי חלש"",""תיאבון חלש"",""חלש תיאבון"",""קיבה""]","[""CV12"",""PC6"",""ST36""]",,"'cv12':10,15,30 'pc6':9,13,28 'st36':8,11,26 'ווי':17 'זקנה':22 'חלש':2,7,24 'טאנג':19 'ייטרן':18 'מרכז':16,31 'קי':6 'קיבה':5,14,29 'תיאבון':1,3,4,12,21,23,25,27 '胃苓汤':20",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
35,bible_rag_clinical_cases_20260129,593,clinical_case,elderly,"שינה קלה בגיל 85? שינה (יין חסר) - HT7, KI3, ANMIAN. HT7: שינה | KI3: יין | ANMIAN: הרגעה סואן זאו אנ שין טאנג (酸枣安神汤) - שינה מבוגרים",שינה קלה בגיל 85?,HT7: שינה | KI3: יין | ANMIAN: הרגעה,"[""שינה קלה"",""יין חסר"",""יין"",""שינה יין"",""שינה"",""קלה"",""קלה בגיל"",""בגיל"",""חסר""]","[""HT7"",""KI3""]",,"'85':4,28 'anmian':10,15,33 'ht7':8,11,29 'ki3':9,13,31 'אנ':19 'בגיל':3,27 'הרגעה':16,34 'זאו':18 'חסר':7 'טאנג':21 'יין':6,14,32 'מבוגרים':24 'סואן':17 'קלה':2,26 'שין':20 'שינה':1,5,12,23,25,30 '酸枣安神汤':22",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
36,bible_rag_clinical_cases_20260129,594,clinical_case,elderly,"חיסון חורף ל-90+? חיסון (ריאות חלשות) - LU7, BL13, ST36. LU7: ריאות | BL13: חיסון | ST36: כללי יו פינג פנג סאן (玉屏风散) - חיסון ארוכי חיים",חיסון חורף ל-90+?,LU7: ריאות | BL13: חיסון | ST36: כללי,"[""חורף ל"",""חיסון"",""חיסון חורף"",""חיסון ריאות"",""ריאות"",""ריאות חלשות"",""חורף"",""חלשות""]","[""LU7"",""BL13"",""ST36""]",,"'-90':4,28 'bl13':9,13,31 'lu7':8,11,29 'st36':10,15,33 'ארוכי':23 'חורף':2,26 'חיים':24 'חיסון':1,5,14,22,25,32 'חלשות':7 'יו':17 'כללי':16,34 'ל':3,27 'סאן':20 'פינג':18 'פנג':19 'ריאות':6,12,30 '玉屏风散':21",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
37,bible_rag_clinical_cases_20260129,660,clinical_case,extreme,"כאבי מפרקים מגשם קר? כאבי מפרקים מקור גשם (רוח קור לחות) מטופלים בחימום ערוצים: BL40, GB34, ST36. BL40: מחמם מפרקים | GB34: מפזר לחות | ST36: מחזק גידים הו ווי זואן ז'ונג טאנג (黄芪桂枝五物汤) - מחמם ערוצים",כאבי מפרקים מגשם קר?,BL40: מחמם מפרקים | GB34: מפזר לחות | ST36: מחזק גידים,"[""מקור"",""מפרקים מגשם"",""בחימום"",""כאבי"",""לחות מטופלים"",""כאב"",""גשם"",""כאבי מפרקים"",""בחימום ערוצים"",""מגשם"",""מגשם קר"",""מפרקים""]","[""BL40"",""GB34"",""ST36""]",,"'bl40':15,18,40 'gb34':16,21,43 'st36':17,24,46 'בחימום':13 'גידים':26,48 'גשם':8 'הו':27 'ווי':28 'ונג':31 'ז':30 'זואן':29 'טאנג':32 'כאבי':1,5,36 'לחות':11,23,45 'מגשם':3,38 'מחזק':25,47 'מחמם':19,34,41 'מטופלים':12 'מפזר':22,44 'מפרקים':2,6,20,37,42 'מקור':7 'ערוצים':14,35 'קור':10 'קר':4,39 'רוח':9 '黄芪桂枝五物汤':33",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
38,bible_rag_clinical_cases_20260129,662,clinical_case,extreme,"התייבשות מחום - טיפול? התייבשות מחום (יין חסר) מטופלת בהזנת יין, ניקוי חום: KI6, LU5, SP6. KI6: מזין יין | LU5: מנקז חום ריאות | SP6: מזין נוזלים מאי מנג טאנג (麦门冬汤) - מזין יין ומקרר",התייבשות מחום - טיפול?,KI6: מזין יין | LU5: מנקז חום ריאות | SP6: מזין נוזלים,"[""מחום יין"",""טיפול"",""בהזנת"",""מחום טיפול"",""מטופלת בהזנת"",""יין חסר"",""מחום"",""חום"",""התייבשות מחום"",""התייבשות""]","[""KI6"",""SP6"",""LU5""]",,"'ki6':13,16,36 'lu5':14,19,39 'sp6':15,23,43 'בהזנת':9 'התייבשות':1,4,33 'ומקרר':32 'חום':12,21,41 'חסר':7 'טאנג':28 'טיפול':3,35 'יין':6,10,18,31,38 'מאי':26 'מזין':17,24,30,37,44 'מחום':2,5,34 'מטופלת':8 'מנג':27 'מנקז':20,40 'נוזלים':25,45 'ניקוי':11 'ריאות':22,42 '麦门冬汤':29",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
39,bible_rag_clinical_cases_20260129,663,clinical_case,extreme,"רוח חזקה - כאבי ראש? רוח חזקה תוקפת ראש: GB20, Taiyang, GV20. GB20: שער רוח אחורי | Taiyang: שער רוח צד | GV20: מרכז ראש צ'ונג גאו טאנג (崇高汤) - מפזר רוח ראש",רוח חזקה - כאבי ראש?,GB20: שער רוח אחורי | Taiyang: שער רוח צד | GV20: מרכז ראש,"[""תוקפת"",""תוקפת ראש"",""ראש"",""כאבי ראש"",""כאבי"",""חזקה כאבי"",""חזקה"",""כאב"",""רוח חזקה"",""רוח""]","[""GV20"",""GB20""]",,"'gb20':9,12,35 'gv20':11,20,43 'taiyang':10,16,39 'אחורי':15,38 'גאו':25 'ונג':24 'חזקה':2,6,32 'טאנג':26 'כאבי':3,33 'מפזר':28 'מרכז':21,44 'צ':23 'צד':19,42 'ראש':4,8,22,30,34,45 'רוח':1,5,14,18,29,31,37,41 'שער':13,17,36,40 'תוקפת':7 '崇高汤':27",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
40,bible_rag_clinical_cases_20260129,664,clinical_case,extreme,"אלרגיות מרוח - איך מונעים? אלרגיות מרוח (רוח אלרגנית) מונעות עם חיזוק ריאות: LU7, LI20, DU23. LU7: פותח ריאות | LI20: פותח אף | DU23: פותח סינוסים יו פינג פנג סאן (玉屏风散) - מגן ריאות מרוח",אלרגיות מרוח - איך מונעים?,LU7: פותח ריאות | LI20: פותח אף | DU23: פותח סינוסים,"[""איך מונעים"",""אלרגנית מונעות"",""אלרגיות"",""איך"",""אלרגיות מרוח"",""חיזוק"",""מונעות"",""מרוח"",""מונעים"",""מרוח איך""]","[""LU7"",""DU23"",""LI20""]",,"'du23':15,22,43 'li20':14,19,40 'lu7':13,16,37 'איך':3,35 'אלרגיות':1,5,33 'אלרגנית':8 'אף':21,42 'חיזוק':11 'יו':25 'מגן':30 'מונעות':9 'מונעים':4,36 'מרוח':2,6,32,34 'סאן':28 'סינוסים':24,45 'עם':10 'פותח':17,20,23,38,41,44 'פינג':26 'פנג':27 'רוח':7 'ריאות':12,18,31,39 '玉屏风散':29",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
41,bible_rag_clinical_cases_20260129,736,clinical_case,first,"הלם - איך מייצבים? הלם (קי ודם חסרים) - REN4, ST36, PC6 + שמיכה חימום. REN4: דאנטיאן תחתון | ST36: קי | PC6: חזה שיה ניאנג סאן (十全大补汤) - מחזק קי ודם דחוף",הלם - איך מייצבים?,REN4: דאנטיאן תחתון | ST36: קי | PC6: חזה,"[""הלם קי"",""חסרים"",""איך"",""ודם חסרים"",""שמיכה חימום"",""הלם איך"",""הלם"",""ודם"",""איך מייצבים"",""מייצבים""]","[""PC6"",""REN4"",""ST36""]",,"'pc6':10,18,36 'ren4':8,13,31 'st36':9,16,34 'איך':2,29 'דאנטיאן':14,32 'דחוף':27 'הלם':1,4,28 'ודם':6,26 'חזה':19,37 'חימום':12 'חסרים':7 'מחזק':24 'מייצבים':3,30 'ניאנג':21 'סאן':22 'קי':5,17,25,35 'שיה':20 'שמיכה':11 'תחתון':15,33 '十全大补汤':23",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
42,bible_rag_clinical_cases_20260129,737,clinical_case,first,"דימום אף - עצירה מהירה? דימום אף (חום עליון/דם חום) - LI20, DU23, Yintang + קור מקומי. LI20: עציר דם אף | DU23: מצח | Yintang: מקרר יאן הוא סאן (云南白药) - עציר דם חירום",דימום אף - עצירה מהירה?,LI20: עציר דם אף | DU23: מצח | Yintang: מקרר,"[""חום קור"",""קור מקומי"",""מקומי"",""קור"",""דימום"",""עצירה מהירה"",""עצירה"",""אף עצירה"",""דימום אף"",""מהירה""]","[""DU23"",""LI20""]",,"'du23':12,20,39 'li20':11,16,35 'yintang':13,22,41 'אף':2,6,19,32,38 'דימום':1,5,31 'דם':9,18,29,37 'הוא':25 'חום':7,10 'חירום':30 'יאן':24 'מהירה':4,34 'מצח':21,40 'מקומי':15 'מקרר':23,42 'סאן':26 'עליון':8 'עציר':17,28,36 'עצירה':3,33 'קור':14 '云南白药':27",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
43,bible_rag_clinical_cases_20260129,738,clinical_case,first,"חתך - עצירת דימום? חתך (דם סטגנטי) - SP10, LI11, מקומי + לחץ. SP10: עציר דם | LI11: מפזר סטגנציה | Ashi: מקומי יונאן בי יאו (云南白药) - עציר דם חיצוני",חתך - עצירת דימום?,SP10: עציר דם | LI11: מפזר סטגנציה | Ashi: מקומי,"[""מקומי"",""דימום"",""חתך דם"",""עצירת"",""עצירת דימום"",""דם סטגנטי"",""חתך עצירת"",""סטגנטי"",""חתך""]","[""SP10"",""LI11""]",,"'ashi':17,35 'li11':8,14,32 'sp10':7,11,29 'בי':20 'דימום':3,28 'דם':5,13,24,31 'חיצוני':25 'חתך':1,4,26 'יאו':21 'יונאן':19 'לחץ':10 'מפזר':15,33 'מקומי':9,18,36 'סטגנטי':6 'סטגנציה':16,34 'עציר':12,23,30 'עצירת':2,27 '云南白药':22",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
44,bible_rag_clinical_cases_20260129,739,clinical_case,first,"קרסול נקע - שלב ראשון? נקע קרסול (דם קי תקועים) - RICE + BL60, GB40, ST41. BL60: קרסול | GB40: קרסול | ST41: מפזר נפיחות דיע ג'וי שין טאנג (跌打酒) - פציעות טראומה",קרסול נקע - שלב ראשון?,BL60: קרסול | GB40: קרסול | ST41: מפזר נפיחות,"[""ראש"",""נקע קרסול"",""לב"",""קרסול נקע"",""תקועים"",""שלב"",""דם קי"",""נקע שלב"",""ראשון"",""קי תקועים"",""קרסול דם"",""קרסול"",""נקע"",""שלב ראשון""]","[""GB40"",""BL60"",""ST41""]",,"'bl60':11,14,33 'gb40':12,16,35 'rice':10 'st41':13,18,37 'ג':22 'דיע':21 'דם':7 'וי':23 'טאנג':25 'טראומה':28 'מפזר':19,38 'נפיחות':20,39 'נקע':2,5,30 'פציעות':27 'קי':8 'קרסול':1,6,15,17,29,34,36 'ראשון':4,32 'שין':24 'שלב':3,31 'תקועים':9 '跌打酒':26",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
45,bible_rag_clinical_cases_20260129,740,clinical_case,first,"מכה חזקה - שטפי דם? שטף דם (דם סטגנטי) - SP10, LI11, LV3 + קור. SP10: מפזר שטף דם | LI11: מפחית נפיחות | LV3: מפעיל דם שיה ניאנג טאנג (十全大补汤) - מפזר ומזין דם",מכה חזקה - שטפי דם?,SP10: מפזר שטף דם | LI11: מפחית נפיחות | LV3: מפעיל דם,"[""סטגנטי קור"",""מכה"",""קור"",""שטפי"",""שטפי דם"",""דם דם"",""מכה חזקה"",""דם סטגנטי"",""חזקה"",""שטף דם"",""חזקה שטפי""]","[""LV3"",""SP10"",""LI11""]",,"'li11':10,17,38 'lv3':11,20,41 'sp10':9,13,34 'דם':4,6,7,16,22,29,33,37,43 'ומזין':28 'חזקה':2,31 'טאנג':25 'מכה':1,30 'מפזר':14,27,35 'מפחית':18,39 'מפעיל':21,42 'ניאנג':24 'נפיחות':19,40 'סטגנטי':8 'קור':12 'שטף':5,15,36 'שטפי':3,32 'שיה':23 '十全大补汤':26",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
46,bible_rag_clinical_cases_20260129,741,clinical_case,first,"כוויה קלה - טיפול מיידי? כוויה קלה (חום תקוע עור) - LI11, SP10, מקומי + ג'ל אלוורה. LI11: מפזר חום | SP10: מנקה דם | LR2: מפזר חום מקומי הו וונג טאנג (黄连解毒汤) - מקרר כוויות",כוויה קלה - טיפול מיידי?,LI11: מפזר חום | SP10: מנקה דם | LR2: מפזר חום מקומי,"[""טיפול"",""מקומי"",""חום תקוע"",""מקומי ג"",""תקוע"",""עור"",""טיפול מיידי"",""יד"",""קלה טיפול"",""מיידי"",""קלה"",""כוויה"",""כוויה קלה""]","[""LR2"",""SP10"",""LI11""]",,"'li11':10,16,36 'lr2':22,42 'sp10':11,19,39 'אלוורה':15 'ג':13 'דם':21,41 'הו':26 'וונג':27 'חום':7,18,24,38,44 'טאנג':28 'טיפול':3,34 'כוויה':1,5,32 'כוויות':31 'ל':14 'מיידי':4,35 'מנקה':20,40 'מפזר':17,23,37,43 'מקומי':12,25,45 'מקרר':30 'עור':9 'קלה':2,6,33 'תקוע':8 '黄连解毒汤':29",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
