id,category,question_hebrew,answer_hebrew,acupoint_codes,description_hebrew,pharmacopeia_hebrew,source_file,created_at,updated_at,search_vector,search_keywords,search_updated_at
304,astrology,מה משמעות עץ דרקון באסטרולוגיה TCM?,"עץ דרקון (甲辰) מייצג עץ חזק, מנהיגות, צמיחה. חסר מים/מתכת = יובש. מומלץ נקודות מים/מתכת.","[""LU9"",""REN4"",""KI3""]",KI3: מחזק מים כליות | LU9: מחזק מתכת ריאות | REN4: מאזן יסודות,"שורש מנה (Rehmannia glutinosa) - מים, שורש ליקוריץ (Glycyrrhiza) - מתכת",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'astrology':23 'tcm':6 'באסטרולוגיה':5 'דרקון':4,8 'חזק':12 'חסר':15 'יובש':18 'מה':1 'מומלץ':19 'מייצג':10 'מים':16,21 'מנהיגות':13 'משמעות':2 'מתכת':17,22 'נקודות':20 'עץ':3,7,11 'צמיחה':14 '甲辰':9","[""דרקון באסטרולוגיה"",""מייצג"",""מים מתכת"",""באסטרולוגיה"",""משמעות עץ"",""מה משמעות"",""מומלץ"",""משמעות"",""מתכת"",""עץ דרקון"",""דרקון"",""חסר""]",2026-01-30 10:31:31.587105+00
305,astrology,איך מאזנים אש חזקה מדי (שנת תרנגולת אש)?,"שנת אש (丙午) חזקה גורמת לחום, עצבנות. מאזנים עם מים/עץ: KI3, LV3, SP6.","[""SP6"",""LV3"",""KI3""]",KI3: מים מכבים אש | LV3: עץ מייצר אש | SP6: טחול שולט אש,"זנגביל (Zingiber officinale) - אש מבוקרת, שורש מנה - מים",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'astrology':23 'ki3':20 'lv3':21 'sp6':22 'איך':1 'אש':3,8,10 'גורמת':13 'חזקה':4,12 'לחום':14 'מאזנים':2,16 'מדי':5 'מים':18 'עם':17 'עץ':19 'עצבנות':15 'שנת':6,9 'תרנגולת':7 '丙午':11","[""מדי שנת"",""תרנגולת אש"",""אש חזקה"",""שנת אש"",""עצבנות"",""איך"",""איך מאזנים"",""מאזנים"",""מים עץ"",""חזקה מדי"",""מאזנים אש"",""חזקה"",""מדי"",""שנת תרנגולת"",""תרנגולת"",""שנת""]",2026-01-30 10:31:31.587105+00
306,astrology,מה משמעות חודש נחש (יין אדמה)?,"חודש נחש (巳) = אש/אדמה. חום פנימי, לחות. מאזנים עם מתכת/מים: LU7, KI7.","[""LU7"",""KI7"",""SP9""]",LU7: מתכת ריאות | KI7: מים כליות | SP9: מנקז אדמה לחה,צ'ינג האו (Scutellaria baicalensis) - מקרר אש אדמה,astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'astrology':21 'ki7':20 'lu7':19 'אדמה':6,11 'אש':10 'חודש':3,7 'חום':12 'יין':5 'לחות':14 'מאזנים':15 'מה':1 'מים':18 'משמעות':2 'מתכת':17 'נחש':4,8 'עם':16 'פנימי':13 '巳':9","[""נחש יין"",""יין"",""חודש"",""מה משמעות"",""משמעות"",""חום"",""חודש נחש"",""משמעות חודש"",""נחש"",""אדמה"",""מתכת"",""לחות מאזנים"",""יין אדמה""]",2026-01-30 10:31:31.587105+00
307,astrology,חודש עז (יינג מתכת) - בעיות?,"חודש עז (申) מתכת חזקה גורמת יובש, גרד, נשירת שיער. מזין מים/עץ: KI6, LV8.","[""KI6"",""LV8"",""BL23""]",KI6: מים כליות | LV8: עץ כבד | BL23: מחזק כליות,"שזיפים שחורים (Prunus nigra) - מים, פשתן (Linum usitatissimum) - עץ",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'astrology':21 'ki6':19 'lv8':20 'בעיות':5 'גורמת':11 'גרד':13 'חודש':1,6 'חזקה':10 'יובש':12 'יינג':3 'מזין':16 'מים':17 'מתכת':4,9 'נשירת':14 'עז':2,7 'עץ':18 'שיער':15 '申':8","[""יינג"",""גורמת יובש"",""מתכת בעיות"",""מים עץ"",""יובש"",""חודש"",""חודש עז"",""מתכת"",""עז מתכת"",""בעיות"",""עז יינג"",""יינג מתכת""]",2026-01-30 10:31:31.587105+00
308,astrology,יום חזיר (יינג מים) - תכונות?,"יום חזיר (亥) מים חזקים: חכם, אינטואיטיבי, אבל קר/לח. מחמם עם אש/אדמה: ST36, REN12.","[""REN12"",""ST36"",""BL20""]",ST36: אדמה טחול | REN12: אש קיבה | BL20: מחזק טחול,"אורז (Oryza sativa) - אדמה, ג'ינג'ר (Zingiber) - אש",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'astrology':22 'ren12':21 'st36':20 'אבל':13 'אדמה':19 'אינטואיטיבי':12 'אש':18 'חזיר':2,7 'חזקים':10 'חכם':11 'יום':1,6 'יינג':3 'לח':15 'מחמם':16 'מים':4,9 'עם':17 'קר':14 'תכונות':5 '亥':8","[""יום חזיר"",""יינג"",""אבל קר"",""חכם"",""מים"",""עם אש"",""מחמם"",""אדמה"",""תכונות"",""יום"",""חזיר יינג"",""מים תכונות"",""יינג מים"",""חזיר""]",2026-01-30 10:31:31.587105+00
309,astrology,יום טיגר (יאנג עץ) - מאזן?,"יום טיגר (寅) עץ חזק: שאפתן, כועס. מאזן עם מתכת/אש: LU5, HT8.","[""LU5"",""LV3"",""HT8""]",LU5: מתכת ריאות | HT8: אש לב | LV3: מרגיע עץ,"תפוחים (Malus domestica) - מתכת, קינמון (Cinnamomum) - אש",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'astrology':19 'ht8':18 'lu5':17 'אש':16 'חזק':10 'טיגר':2,7 'יאנג':3 'יום':1,6 'כועס':12 'מאזן':5,13 'מתכת':15 'עם':14 'עץ':4,9 'שאפתן':11 '寅':8","[""עץ מאזן"",""שאפתן כועס"",""טיגר יאנג"",""מאזן"",""עם מתכת"",""חזק שאפתן"",""יאנג"",""טיגר"",""יאנג עץ"",""יום"",""יום טיגר""]",2026-01-30 10:31:31.587105+00
310,astrology,שעת חולדה (יינג עץ) - בעיות שינה?,"שעת חולדה (卯 5-7 בבוקר) עץ חזק = מתעורר מוקדם, חרדה. מרגיע עם מתכת/אש: PC6, LU7.","[""LU7"",""HT7"",""PC6""]",PC6: מרגיע לב | LU7: מתכת | HT7: מרגיע שינה,"נענע (Mentha haplocalyx) - מפזר עץ, לבנדר - מרגיע",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'-7':11 '5':10 'astrology':24 'lu7':23 'pc6':22 'אש':21 'בבוקר':12 'בעיות':5 'חולדה':2,8 'חזק':14 'חרדה':17 'יינג':3 'מוקדם':16 'מרגיע':18 'מתכת':20 'מתעורר':15 'עם':19 'עץ':4,13 'שינה':6 'שעת':1,7 '卯':9","[""חולדה"",""מתעורר"",""בעיות שינה"",""יינג"",""בבוקר עץ"",""מרגיע עם"",""מתכת אש"",""עץ בעיות"",""עור"",""שעת"",""יינג עץ"",""שינה"",""חולדה יינג"",""בעיות"",""שעת חולדה""]",2026-01-30 10:31:31.587105+00
311,astrology,שעת עכברוש (יאנג אש) - חרדה?,"שעת עכברוש (巳 9-11) אש חזקה = חרדה, דופק מהיר. מקרר עם מים: KI3, REN14.","[""PC6"",""REN14"",""KI3""]",KI3: מים כליות | REN14: מרגיע לב | PC6: מרגיע שינה,לוטוס (Nelumbo nucifera) - מקרר אש לב,astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'-11':10 '9':9 'astrology':21 'ki3':19 'ren14':20 'אש':4,11 'דופק':14 'חזקה':12 'חרדה':5,13 'יאנג':3 'מהיר':15 'מים':18 'מקרר':16 'עכברוש':2,7 'עם':17 'שעת':1,6 '巳':8","[""חזקה חרדה"",""אש חזקה"",""חרדה דופק"",""דופק מהיר"",""מים"",""עכברוש"",""שעת"",""יאנג"",""יאנג אש"",""עכברוש יאנג"",""שעת עכברוש"",""חרדה"",""אש חרדה""]",2026-01-30 10:31:31.587105+00
312,astrology,חסר מים בארבעת העמודות - מזון?,"חסר מים (כליות חלשות): גרוע זיכרון, פחד, יובש. מזין מים: שורש מנה, שזיפים שחורים, אגוזי מלך.","[""BL23"",""REN4"",""KI3""]",KI3: מים כליות | BL23: מחזק כליות | REN4: מאזן יסודות,"שורש מנה (Rehmannia glutinosa), שזיפים שחורים (Prunus nigra)",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'astrology':22 'אגוזי':20 'בארבעת':3 'גרוע':10 'העמודות':4 'זיכרון':11 'חלשות':9 'חסר':1,6 'יובש':13 'כליות':8 'מזון':5 'מזין':14 'מים':2,7,15 'מלך':21 'מנה':17 'פחד':12 'שורש':16 'שזיפים':18 'שחורים':19","[""בארבעת"",""חסר מים"",""חלשות גרוע"",""מזון"",""מלך"",""שורש"",""גרוע"",""מים"",""פחד יובש"",""מים בארבעת"",""העמודות מזון"",""בארבעת העמודות"",""חסר"",""העמודות""]",2026-01-30 10:31:31.587105+00
313,astrology,עודף אש - איך מקררים?,"עודף אש (לב/קיבה): עצבנות, פצעי פה, צמא. מקררים עם מים/מתכת: KI6, LU9.","[""KI6"",""LU9"",""LI11""]",KI6: מים | LU9: מתכת | LI11: מפזר חום,"צ'ינג האו (Scutellaria baicalensis), לוטוס (Nelumbo)",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'astrology':19 'ki6':17 'lu9':18 'איך':3 'אש':2,6 'לב':7 'מים':15 'מקררים':4,13 'מתכת':16 'עודף':1,5 'עם':14 'עצבנות':9 'פה':11 'פצעי':10 'צמא':12 'קיבה':8","[""לב קיבה"",""עודף אש"",""עודף"",""צמא מקררים"",""עצבנות"",""איך"",""מים מתכת"",""אש איך"",""מקררים"",""מתכת"",""איך מקררים""]",2026-01-30 10:31:31.587105+00
314,astrology,שעה 1-3 (שעת כבד) - בעיות?,"שעת כבד (1-3): כעס, כאבי צלעות, גידים קשיחים. מאזן עץ: LV3, GB34.","[""GB34"",""LV3""]",LV3: מרגיע כבד | GB34: מרגיע גידים,"כוסברה (Coriandrum sativum) - מפזר עץ, לימון - מקרר כבד",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'-3':3,10 '1':2,9 'astrology':20 'gb34':19 'lv3':18 'בעיות':6 'גידים':14 'כאבי':12 'כבד':5,8 'כעס':11 'מאזן':16 'עץ':17 'צלעות':13 'קשיחים':15 'שעה':1 'שעת':4,7","[""שעה שעת"",""כבד בעיות"",""כבד כעס"",""כאבי צלעות"",""כאבי"",""צלעות גידים"",""שעת"",""שעת כבד"",""בעיות"",""כבד"",""צלעות"",""שעה""]",2026-01-30 10:31:31.587105+00
315,astrology,שעה 7-9 (שעת טחול) - עיכול?,"שעת טחול (7-9): רעב, נפיחות, עיכול חלש. מחזק אדמה: ST36, SP6.","[""SP6"",""REN12"",""ST36""]",ST36: מחזק טחול | SP6: מזין טחול | REN12: קיבה,"אורז (Oryza sativa), תפוחי אדמה (Solanum tuberosum)",astrology_hebrew_75qa.csv,2026-01-22 16:53:24.64386+00,2026-01-30 10:31:31.587105+00,"'-9':3,10 '7':2,9 'astrology':19 'sp6':18 'st36':17 'אדמה':16 'חלש':14 'טחול':5,8 'מחזק':15 'נפיחות':12 'עיכול':6,13 'רעב':11 'שעה':1 'שעת':4,7","[""חלש"",""שעה שעת"",""עיכול"",""מחזק אדמה"",""שעת טחול"",""נפיחות"",""טחול"",""טחול רעב"",""שעת"",""טחול עיכול"",""שעה""]",2026-01-30 10:31:31.587105+00
388,breastfeeding,חלב מעט - איך מגבירים?,"חלב מעט (קי טחול חלש) מטופל בחיזוק טחול, הזנת דם: ST36, SP6, ST18, REN17.","[""ST18"",""SP6"",""ST36"",""REN17""]",ST36: מחזק טחול ייצור חלב | SP6: מזין דם | ST18: שד | REN17: חזה,"טוןג רוי טאנג (通乳汤) - פותח חלב, מחזק טחול",breastfeeding_hebrew_75qa.csv,2026-01-22 16:53:24.836349+00,2026-01-30 10:31:31.587105+00,"'breastfeeding':19 'ren17':18 'sp6':16 'st18':17 'st36':15 'איך':3 'בחיזוק':11 'דם':14 'הזנת':13 'חלב':1,5 'חלש':9 'טחול':8,12 'מגבירים':4 'מטופל':10 'מעט':2,6 'קי':7","[""טחול הזנת"",""חלש"",""חלב"",""לב"",""איך"",""גב"",""בחיזוק"",""חלב מעט"",""מגבירים"",""מעט"",""איך מגבירים"",""מעט איך""]",2026-01-30 10:31:31.587105+00
389,breastfeeding,שדיים רכים - ללא חלב?,"שדיים רכים (קי ודם חסרים) מטופלים בחיזוק: ST36, SP6, LV3.","[""SP6"",""LV3"",""ST36""]",ST36: קי | SP6: דם | LV3: מפזר קי כבד,שיה ניאנג סאן (十全大补汤) - מחזק קי ודם להנקה,breastfeeding_hebrew_75qa.csv,2026-01-22 16:53:24.836349+00,2026-01-30 10:31:31.587105+00,"'breastfeeding':15 'lv3':14 'sp6':13 'st36':12 'בחיזוק':11 'ודם':8 'חלב':4 'חסרים':9 'ללא':3 'מטופלים':10 'קי':7 'רכים':2,6 'שדיים':1,5","[""ללא"",""חסרים"",""חלב"",""לב"",""ודם חסרים"",""חסרים מטופלים"",""ודם"",""מטופלים"",""רכים ללא"",""ללא חלב"",""שדיים"",""רכים"",""שדיים רכים""]",2026-01-30 10:31:31.587105+00
390,breastfeeding,דלקת שד - חום ונפיחות?,"דלקת שד (חום רטוב) מטופלת בניקוי חום, ניקוז לחות: ST18, SP6, LI11.","[""ST18"",""SP6"",""LI11""]",ST18: שד מקומי | SP6: מנקז לחות | LI11: מפזר חום,קינג ריי טאנג (清乳汤) - דלקת שד,breastfeeding_hebrew_75qa.csv,2026-01-22 16:53:24.836349+00,2026-01-30 10:31:31.587105+00,"'breastfeeding':17 'li11':16 'sp6':15 'st18':14 'בניקוי':10 'דלקת':1,5 'ונפיחות':4 'חום':3,7,11 'לחות':13 'מטופלת':9 'ניקוז':12 'רטוב':8 'שד':2,6","[""חום רטוב"",""ונפיחות"",""ניקוז"",""מטופלת בניקוי"",""נפיחות"",""לחות"",""חום ניקוז"",""דלקת שד"",""חום"",""שד חום"",""דלקת"",""חום ונפיחות""]",2026-01-30 10:31:31.587105+00
391,breastfeeding,שד תקוע - כאב חד?,"שד תקוע (קי ודם סטגנטיים) מטופל בפעילות קי ודם: LV3, SP10, ST18.","[""ST18"",""SP10"",""LV3""]",LV3: מפזר קי | SP10: מפעיל דם | ST18: שד,טונג רוי סאן (通乳散) - פותח חלב סתום,breastfeeding_hebrew_75qa.csv,2026-01-22 16:53:24.836349+00,2026-01-30 10:31:31.587105+00,"'breastfeeding':17 'lv3':14 'sp10':15 'st18':16 'בפעילות':11 'ודם':8,13 'חד':4 'כאב':3 'מטופל':10 'סטגנטיים':9 'קי':7,12 'שד':1,5 'תקוע':2,6","[""סטגנטיים"",""תקוע"",""בפעילות קי"",""ודם"",""מטופל בפעילות"",""כאב"",""שד תקוע"",""כאב חד"",""תקוע כאב""]",2026-01-30 10:31:31.587105+00
392,breastfeeding,פטמות סדוקות וכואבות?,"פטמות סדוקות (חום/דם סטגנטי מקומי) מטופלות בניקוי, הזנה: ST17, SP6, LI4.","[""SP6"",""ST17"",""LI4""]",ST17: פטמה | SP6: מזין דם | LI4: מפזר סטגנציה,שיה ניאנג טאנג (十全汤) - מחזק דם פטמות,breastfeeding_hebrew_75qa.csv,2026-01-22 16:53:24.836349+00,2026-01-30 10:31:31.587105+00,"'breastfeeding':16 'li4':15 'sp6':14 'st17':13 'בניקוי':11 'דם':7 'הזנה':12 'וכואבות':3 'חום':6 'מטופלות':10 'מקומי':9 'סדוקות':2,5 'סטגנטי':8 'פטמות':1,4","[""פטמות"",""סדוקות וכואבות"",""כואב"",""בניקוי הזנה"",""מקומי"",""הזנה"",""וכואבות"",""סדוקות"",""פטמות סדוקות"",""בניקוי""]",2026-01-30 10:31:31.587105+00
393,breastfeeding,תינוק לא נצמד טוב?,"תינוק לא נצמד (אמא לחוצה/קי תקוע) מטופלת בהרגעה: PC6, LV3, ST36.","[""PC6"",""LV3"",""ST36""]",PC6: מרגיע אמא | LV3: מפזר לחץ | ST36: מחזק חלב,גן מאי דאזהו שיאו (甘麦大枣汤) - מרגיע מתח הנקה,breastfeeding_hebrew_75qa.csv,2026-01-22 16:53:24.836349+00,2026-01-30 10:31:31.587105+00,"'breastfeeding':17 'lv3':15 'pc6':14 'st36':16 'אמא':8 'בהרגעה':13 'טוב':4 'לא':2,6 'לחוצה':9 'מטופלת':12 'נצמד':3,7 'קי':10 'תינוק':1,5 'תקוע':11","[""אמא לחוצה"",""אמא"",""טוב"",""לחוצה"",""לחוצה קי"",""תקוע"",""נצמד"",""תינוק לא"",""לא נצמד"",""נצמד טוב"",""תינוק""]",2026-01-30 10:31:31.587105+00
430,cardiology,דופק חלש - חסר קי לב?,"דופק חלש, עייפות (קי לב חסר) - HT7, PC6, REN17.","[""HT7"",""REN17"",""PC6""]",HT7: מחזק קי לב | PC6: חזה | REN17: לב,שןג'ין יינג שין טאנג (参苓养心汤) - קי לב חסר,cardiology_hebrew_100qa.csv,2026-01-22 16:53:24.979505+00,2026-01-30 10:31:31.587105+00,"'cardiology':15 'ht7':12 'pc6':13 'ren17':14 'דופק':1,6 'חלש':2,7 'חסר':3,11 'לב':5,10 'עייפות':8 'קי':4,9","[""חלש"",""לב"",""חסר קי"",""דופק"",""חלש עייפות"",""לב חסר"",""דופק חלש"",""קי לב"",""חלש חסר"",""חסר""]",2026-01-30 10:31:31.587105+00
431,cardiology,פלפיטציות בעייפות?,"פלפיטציות מעייפות (קי חסר) - HT7, REN14, PC6.","[""HT7"",""REN14"",""PC6""]",HT7: קי לב | REN14: מרגיע דופק | PC6: חזה,גי שן יינג שין טאנג (归脾养心汤) - קי ודם לב,cardiology_hebrew_100qa.csv,2026-01-22 16:53:24.979505+00,2026-01-30 10:31:31.587105+00,"'cardiology':10 'ht7':7 'pc6':9 'ren14':8 'בעייפות':2 'חסר':6 'מעייפות':4 'פלפיטציות':1,3 'קי':5","[""בעייפות"",""מעייפות"",""פלפיטציות"",""פלפיטציות מעייפות"",""פלפיטציות בעייפות"",""מעייפות קי"",""עייפות""]",2026-01-30 10:31:31.587105+00
432,cardiology,חרדה וחלומות - חסר דם לב?,"חרדה, חלומות (דם לב חסר) - HT7, SP10, REN14.","[""HT7"",""SP10"",""REN14""]",HT7: שן | SP10: דם | REN14: לב,גי שן טאנג (归脾汤) - מזין דם לב,cardiology_hebrew_100qa.csv,2026-01-22 16:53:24.979505+00,2026-01-30 10:31:31.587105+00,"'cardiology':14 'ht7':11 'ren14':13 'sp10':12 'דם':4,8 'וחלומות':2 'חלומות':7 'חסר':3,10 'חרדה':1,6 'לב':5,9","[""חסר דם"",""וחלומות חסר"",""לב"",""חלומות דם"",""חלומות"",""חרדה חלומות"",""לב חסר"",""חרדה וחלומות"",""דם לב"",""וחלומות"",""חסר"",""חרדה""]",2026-01-30 10:31:31.587105+00
433,cardiology,דופק איטי וחלש - יאנג לב?,"דופק איטי, קור חזה (יאנג לב חסר) - PC6, REN4, HT5.","[""PC6"",""REN4"",""HT5""]",PC6: חזה | REN4: יאנג | HT5: יאנג לב,פו ז'י ייאנג שין טאנג (补肾养心汤) - יאנג לב,cardiology_hebrew_100qa.csv,2026-01-22 16:53:24.979505+00,2026-01-30 10:31:31.587105+00,"'cardiology':16 'ht5':15 'pc6':13 'ren4':14 'איטי':2,7 'דופק':1,6 'וחלש':3 'חזה':9 'חסר':12 'יאנג':4,10 'לב':5,11 'קור':8","[""וחלש יאנג"",""דופק איטי"",""איטי וחלש"",""איטי"",""איטי קור"",""קור"",""לב"",""יאנג לב"",""דופק"",""וחלש"",""יאנג""]",2026-01-30 10:31:31.587105+00
434,cardiology,דופק מהיר לילה - יין לב?,"דופק מהיר לילה, חלומות (יין לב חסר) - HT7, KI3, REN14.","[""HT7"",""REN14"",""KI3""]",HT7: יין לב | KI3: יין כליות | REN14: לב,טיאנג וואן שין טאנג (天王心丹) - יין לב חסר,cardiology_hebrew_100qa.csv,2026-01-22 16:53:24.979505+00,2026-01-30 10:31:31.587105+00,"'cardiology':16 'ht7':13 'ki3':14 'ren14':15 'דופק':1,6 'חלומות':9 'חסר':12 'יין':4,10 'לב':5,11 'לילה':3,8 'מהיר':2,7","[""לילה חלומות"",""מהיר לילה"",""לב"",""חלומות"",""דופק מהיר"",""יין"",""דופק"",""לילה"",""לילה יין"",""מהיר"",""יין לב""]",2026-01-30 10:31:31.587105+00
